speaker,speech,date,entity
thomas wieser,"No, I apologize, I had indeed, I should have, uh, mentioned that, as Thomas has said. Normally, uh, it is not common knowledge, I would have thought, uh, when we meet, that used to be the case in the monetary committee when we had extreme breaks, realignments, but those are long time, uh, gone. Um, let alone, uh, do the media know what the agenda of our meeting  coverage has come from. So, uh, if people are in agreement then I would respond just, uh, with two or three very laconic, technical sentences. I will say that the only purpose of this conference call, uh, was to be updated by the three institutions and the Greek colleagues on, uh, where, uh, the talks in Athens and in Brussels, uh, are, uh, are at. Secondly, uh, we have taken note that there has been, uh, progress and convergence over the last days, uh, but that quite some work remains to be done in order to comfortably complete, to a successful conclusion of this, uh, part of the, uh, process. Uh, of this part, uh, of, uh, the process, and that we stand ready, uh, to fully engage, uh, within, uh, our mandates as soon as there is, uh, agreed, uh, uh, output, which is agreed between the Greek authorities, uh, and the three institutions. I think, uh, that is, uh, within, uh, limits, uh, quite honest. It is not so stupid that people start laughing. Um, but, uh, uh, it’s a bit…",2015-04-01 00:00:00,EWG President
speaker 11, that people start laughing.,2015-04-01 00:00:00,Unidentified
speaker 10,"… of a drift without raising too many, uh, questions, uh, which, uh, we may not want to answer. That notwithstanding, I am resigned, uh, to the fact… … that very many people will be informing very many media. Uh, but this is what I’m going to say, uh, if asked, and if not asked, I will not say. That, uh, sound more or less satisfactory. Don’t engage  tunic.",2015-04-01 00:00:00,Unidentified
speaker 11,"Tell us, . May I just add to your wording and the language that… So, the aim is the successful conclusion of the current review. I guess it’s still an important point to be mentioned. Thank you.",2015-04-01 00:00:00,Unidentified
thomas wieser,For sure.,2015-04-01 00:00:00,EWG President
speaker 12,", can I say something?",2015-04-01 00:00:00,Unidentified
speaker 10,"Um, yes.",2015-04-01 00:00:00,Unidentified
speaker 12,"Uh, very shortly. I couldn’t agree with what you’d said about order updates. Maybe we should talk next week when we meet physically, because I think we’re not far off. If EWG calls, our meetings are, uh, in the media before, we’re not far off from the fact that I will need mandate from the foreign ministry to say something here. So I mean, this is going in the wrong direction and we cannot work anymore if everything is out in the press. So we should, we should think about it. Uh, I know it’s not your problem, it’s our problem. So sorry for having this, uh, , but we should talk about it.",2015-04-01 00:00:00,Unidentified
thomas wieser,"Yeah, it’s a mutual problem. It’s not only your problem, it’s a mutual problem. But, uh, I think this uh, is a special case, because for some reason, I would not care to speculate who has been hyping this conference call as sort of unlocking liquidity from the ECB, and, uh, god knows what, uh, which for anybody who knows the process, uh, was, uh, quite the crazy thing. But so this has been bandied about by people who don’t know anything about the process, uh, which doesn’t help us very much. So, uh, if, uh, for the future, we can keep expectations, uh, low to the ground, uh, in our domest-, amongst our domestic audiences, uh, keep to the confidentiality, uh, which is, uh, uh, required also by our statutes. Maybe we have a short discussion of these issues, uh, of how we work, uh, um, what the confidentiality issues are, and how things are spread back home, et cetera, et cetera. Maybe we’ll have a short talk on these issues, uh, when we meet next week again. So my preference is that, uh, none of you, uh, of course, uh, uh, produces any statements to the press. My very strong preference is that nobody asks me about it. But if I’m asked, I will respond exactly along the lines that I have just mentioned. Okay, thanks very much. And if we don’t meet each other or hear from each other again, happy Easter, as they say, and see you next Wednesday.",2015-04-01 00:00:00,EWG President
speaker 12,Bye bye.,2015-04-01 00:00:00,Unidentified
thomas wieser,"Thanks, bye bye.",2015-04-01 00:00:00,EWG President
speaker 13,Postpone the meeting of the Euro working group so they can review the letter rules .,2015-04-01 00:00:00,Unidentified
speaker 11, We think that the program is now back on track. We don’t yet have evidence.,2015-04-01 00:00:00,Unidentified
speaker 12,.,2015-04-01 00:00:00,Unidentified
speaker 14,It was.,2015-04-01 00:00:00,Unidentified
speaker 12,"We see that, you know, the process is back on track. We would return it immediately.",2015-04-01 00:00:00,Unidentified
speaker 13,"But that, that was the whole point.",2015-04-01 00:00:00,Unidentified
speaker 12,That was completely back on track.,2015-04-01 00:00:00,Unidentified
speaker 14,Progress and convergence.,2015-04-01 00:00:00,Unidentified
speaker 12,Progress and convergence.  progress and convergence.,2015-04-01 00:00:00,Unidentified
speaker 11, also has been progress and convergence.,2015-04-01 00:00:00,Unidentified
speaker 13,If there was a . Mm- hmm .,2015-04-01 00:00:00,Unidentified
speaker 12,. Mm- hmm .,2015-04-01 00:00:00,Unidentified
jeroen dijsselbloem,"Uh, Pierre, , welcome. Thank you for joining us. Um, the next item on the agenda is the,uh, situation in Greece. Uh, as you all vividly remember on the 20th_february and on the 24th of February, we agreed on, um, the starting point of the process and how the process should be managed. Starting point and of course the current program, allowing for flexibility, to-changes to be put in the program within the parameters of the program. And that process, um, has been going on since then and, um, we all share the urgency, sense of urgency of the need to make progress, to get the-that deal. So implementation can once again start. I would like to use this, um, uh, discussion now to be updated. First of all by the institutions, where we are, what progress has been made and what th-the key issues are, so we are informed and understand the state of play and of course I will also ask Yanis his perspective on the situation and his expectations for the coming weeks. Um, I think I will do it in one round, uh, and ask Pierre to inform us first unless Yanis wants to take the floor first, it’s up to you.",2015-04-24 00:00:00,EG President
