speaker,speech,timestamp,date
mario draghi,on the current arrangements.,1900-01-01 00:44:51,2015-02-24 00:00:00
jeroen dijsselbloem,it will become the list of reform measures based on current arrangements. that is the-,1900-01-01 00:44:51,2015-02-24 00:00:00
mario draghi,yeah.,1900-01-01 00:45:00,2015-02-24 00:00:00
jeroen dijsselbloem,…which we were.,1900-01-01 00:45:00,2015-02-24 00:00:00
mario draghi,yeah.,1900-01-01 00:45:04,2015-02-24 00:00:00
jeroen dijsselbloem,"okay. any other comments from colleagues? if not, i think that, uh, we can use this, and we’ll put that out, um, shortly after this conference call. and any other business, let’s see. i think there is a euro working group on thursday, a regular meeting on thursday, uh, we can take stock of, uh, national consultations. they may not all be finalized by then, but just to take stock, and, uh, talk about the further procedures for the esf board of directors. um, and they can… well, in the end, take the formal decision, um, following the euro working group meetings, and once the national procedures have been concluded, of course.",1900-01-01 00:45:05,2015-02-24 00:00:00
jeroen dijsselbloem,"at our next meeting, this is the 9th of march, we will again take stock of the developments in athens, and of course, in the mean time, i invite the institutions and the greek authorities to continue their hard work. thanks again for all the hard work that has been done over the last couple of days, but to continue their work, that would allow for a successful conclusion of the review as soon as possible. um, if no other comments then i think i can thank everyone for joining this meeting and i will close this eurogroup meeting. thanks again. thank you.",1900-01-01 00:45:57,2015-02-24 00:00:00
yanis varoufakis,thank you.,1900-01-01 00:46:35,2015-02-24 00:00:00
marco buti,"… coming in the next eh, in the next days and erm even if erm the greek authorities manage to overcome erm the erm, the erm  of the next couple of days, the situation would become… let’s say erm, pretty critical in early erm… in early april. so i think this is basically… just to set the scene in very general terms… so there is a need clearly to summarize the, the two… erm you know, accelerate the pace of the discussions in athens and go in-depth erm, on the substance of erm, of issues. erm if you agree thomas, i give the phone to declan who may add erm, some additional points.",1900-01-01 00:00:01,2015-03-17 00:00:00
thomas wieser,"sure, thanks very much .",1900-01-01 00:00:52,2015-03-17 00:00:00
declan costello,"yeah, thank you. erm, so just, just to add a bit more detail. so the meetings themselves, the technical-level meetings began on friday. erm this follows erm, first the meeting of the so-called brussels group which established the procedure and the arrangements for these .",1900-01-01 00:00:56,2015-03-17 00:00:00
thomas wieser,.,1900-01-01 00:01:10,2015-03-17 00:00:00
declan costello,the discussions- ,1900-01-01 00:01:09,2015-03-17 00:00:00
computer,has entered the conference.,1900-01-01 00:01:16,2015-03-17 00:00:00
declan costello,"erm the  teams and the fiscal teams erm, starting on friday erm, and then today the erm financial markets instructional reforms team are, are starting their work. erm, i won’t go into too much detail, i guess the, the main points here is that the frequency, the intensity and the detail of the interactions is not what we have witnessed erm, in the past and i think doesn’t provide us with the assurance that we would be able to erm, be able to reach a successful conclusion erm, by, by the end of april, unless there is a very, very big erm, acceleration in the face of, of interactions. erm, we seem to be struggling on a number of points, erm, still.",1900-01-01 00:01:19,2015-03-17 00:00:00
declan costello,"erm, i think first, erm, there seems to be a difference of interpretation between ourselves and the greek colleagues on the scope of, of the negotiations. erm, we’re certainly sticking to the view that we need a comprehensive approach erm, touching upon all key policy reform areas. of course within that we can look at a number of individual proposals put forward by the greek authorities but we, we stick to the need to, to have this kind of comprehensive approach and be able to, to you know, to, to touch upon all key, erm, all key areas. erm, in contrast i think the greek colleagues seem to be having a more narrow, erm, more limited erm, focus of the discussion, concentrating erm, not exclusively, but almost exclusively on some of the key issues which they want to advance. just to underline, we are prepared of course to discuss these, but, within a comprehensive erm, approach.",1900-01-01 00:02:07,2015-03-17 00:00:00
declan costello,"also i think there seems to be a difference of view on the, the depth of information exchange which needs to take place . erm, as you know in the context of, of review. we really need to erm… the devil is in the detail. we really need an in-depth understanding, a fact-finding of what the situation is erm, what… how policies, or the implementation of policies to date, to, to date. and also to get a clear understanding… you know fact-finding at this stage of the policy intentions, of the government… erm, both the previous commitments but also any new measures they would envisage. so again, erm, we really see the need to step up the, the pace of intensity erm, of work here.",1900-01-01 00:03:02,2015-03-17 00:00:00
